,player_id,team_id,bid_value
254,27,5,240
255,26,0,0
256,13,4,200
257,13,6,220
258,13,4,240
259,13,6,260
260,13,4,280
261,13,7,300
262,13,7,320
263,13,4,340
264,13,7,360
265,13,4,380
266,13,7,400
267,13,4,420
268,13,7,440
269,13,1,460
270,13,7,480
271,13,1,500
272,13,7,525
273,13,1,550
274,13,7,575
275,13,1,600
276,13,7,625
277,13,1,650
278,13,7,675
279,13,1,700
280,13,7,725
281,13,1,750
282,13,7,775
283,13,1,800
284,13,7,825
285,13,1,850
286,13,7,875
287,13,1,900
288,13,7,925
289,13,1,950
290,13,7,975
291,13,1,1000
292,13,7,1025
293,13,1,1050
294,13,7,1075
295,13,1,1100
296,13,7,1125
297,13,1,1150
298,13,7,1175
299,13,1,1200
300,13,7,1225
301,13,1,1250
302,13,7,1275
303,13,1,1300
304,13,7,1325
305,13,1,1350
306,13,7,1375
307,13,1,1400
308,13,7,1425
309,35,0,0
310,33,7,20
311,34,0,0
312,36,7,20
313,38,0,0
314,39,0,0
315,37,0,0
316,45,0,0
317,44,2,20
318,43,2,20
319,43,7,25
320,43,2,30
321,43,7,35
322,43,2,40
323,43,7,45
324,43,2,50
325,43,7,55
326,43,2,60
327,43,7,65
328,43,2,70
329,43,7,75
330,43,2,80
331,43,7,85
332,43,2,90
333,43,7,95
334,43,2,100
335,43,7,110
336,43,2,120
337,43,7,130
338,43,2,140
339,43,7,150
340,43,2,160
341,43,7,170
342,43,2,180
343,43,7,190
344,43,2,200
345,43,7,220
346,43,3,240
347,43,7,260
348,43,3,280
349,43,7,300
350,43,3,320
351,43,7,340
352,43,3,360
353,43,7,380
354,43,3,400
355,43,7,420
356,43,3,440
357,43,7,460
358,43,3,480
359,43,7,500
360,43,3,525
361,40,0,0
362,42,0,0
363,41,4,20
364,41,8,25
365,41,4,30
366,41,8,35
367,41,4,40
368,41,8,45
369,41,4,50
370,41,8,55
371,41,4,60
372,41,8,65
373,41,4,70
374,41,8,75
375,41,4,80
376,41,8,85
377,41,4,90
378,41,8,95
379,41,4,100
380,41,8,110
381,41,4,120
382,41,8,130
383,41,4,140
384,41,8,150
385,41,4,160
386,41,8,170
387,41,4,180
388,41,8,190
389,41,4,200
390,41,8,220
391,41,4,240
392,41,8,260
393,41,4,280
394,41,8,300
395,41,4,320
396,41,8,340
397,41,4,360
398,41,8,380
399,41,4,400
400,41,8,420
401,41,4,440
402,41,8,460
403,41,4,480
404,41,8,500
405,41,4,525
406,41,8,550
407,41,4,575
408,41,8,600
409,41,4,625
410,41,8,650
411,41,4,675
412,41,8,700
413,41,4,725
414,41,8,750
415,41,1,775
416,41,8,800
417,41,1,825
418,41,8,850
419,41,1,875
420,41,8,900
421,41,1,925
422,46,0,0
423,51,2,20
424,50,4,20
425,49,0,0
426,47,7,20
427,48,0,0
428,58,0,0
429,55,0,0
430,54,2,20
431,56,7,20
432,56,6,25
433,56,7,30
434,56,6,35
435,56,7,40
436,56,6,45
437,56,7,50
438,56,6,55
439,56,6,60
440,56,7,65
441,56,6,70
442,56,7,75
443,56,6,80
444,56,7,85
445,56,6,90
446,56,7,95
447,56,6,100
448,56,7,110
449,56,6,120
450,57,0,0
451,53,2,40
452,53,3,45
453,53,2,50
454,53,3,55
455,53,2,60
456,53,3,65
457,53,2,70
458,53,3,75
459,53,2,80
460,53,3,85
461,53,2,90
462,53,3,95
463,53,2,100
464,53,3,110
465,53,2,120
466,53,3,130
467,53,2,140
468,53,3,150
469,53,2,160
470,53,3,170
471,53,2,180
472,53,3,190
473,53,2,200
474,53,3,220
475,53,2,240
476,53,3,260
477,53,2,280
478,53,3,300
479,53,2,320
480,53,3,340
481,53,2,360
482,53,3,380
483,53,2,400
484,53,3,420
485,53,2,440
486,53,3,460
487,53,2,480
488,53,3,500
489,53,2,525
490,53,3,550
491,53,2,575
492,53,3,600
493,53,2,625
494,53,3,650
495,53,2,675
496,53,3,700
497,53,2,725
498,53,3,750
499,53,2,775
500,53,3,800
501,52,0,0
502,62,2,20
503,63,0,0
504,64,8,20
505,64,3,25
506,64,8,30
507,60,6,20
508,61,0,0
509,65,0,0
510,59,0,0
511,23,7,150
512,23,2,160
513,23,7,170
514,23,2,180
515,23,7,190
516,23,2,200
517,23,7,220
518,23,2,240
519,23,7,260
520,23,2,280
521,23,7,300
522,23,7,320
523,23,2,340
524,23,7,360
525,23,2,380
526,23,7,400
527,23,2,420
528,23,7,440
529,23,2,460
530,23,7,480
531,23,2,500
532,23,7,525
533,23,2,550
534,23,7,575
535,23,2,600
536,23,7,625
537,23,2,650
538,23,7,675
539,23,2,700
540,23,7,725
541,23,2,750
542,23,7,775
543,23,2,800
544,23,7,825
545,23,2,850
546,23,7,875
547,23,2,900
548,23,3,925
549,23,7,950
550,23,3,975
551,23,7,1000
552,23,3,1025
553,23,7,1050
554,23,3,1075
555,23,7,1100
556,23,2,1125
557,23,3,1150
558,23,7,1175
559,23,3,1200
560,23,7,1225
561,23,3,1250
562,23,7,1275
563,23,3,1300
564,23,7,1325
565,23,3,1350
566,23,7,1375
567,23,3,1400
568,70,0,0
569,66,0,0
570,68,0,0
571,67,0,0
572,73,0,0
573,72,1,50
574,69,0,0
575,79,0,0
576,77,7,75
577,77,2,80
578,77,7,85
579,77,2,90
580,77,7,95
581,77,2,100
582,77,7,110
583,77,2,120
584,77,7,130
585,77,2,140
586,77,7,150
587,77,2,160
588,77,7,170
589,77,2,180
590,77,7,190
591,77,2,200
592,77,7,220
593,77,2,240
594,77,7,260
595,77,2,280
596,77,7,300
597,77,2,320
598,77,7,340
599,77,2,360
600,77,7,380
601,77,2,400
602,77,7,420
603,77,2,440
604,77,7,460
605,77,2,480
606,77,7,500
607,77,2,525
608,77,7,550
609,77,2,575
610,77,7,600
611,77,2,625
612,77,7,650
613,77,2,675
614,77,7,700
615,77,2,725
616,77,7,750
617,77,3,775
618,77,7,800
619,77,3,825
620,77,7,850
621,77,3,875
622,77,7,900
623,77,3,925
624,77,7,950
625,77,3,975
626,77,7,1000
627,77,3,1025
628,77,7,1050
629,77,3,1075
630,77,7,1100
631,77,3,1125
632,77,7,1150
633,77,3,1175
634,77,7,1200
635,77,3,1225
636,77,7,1250
637,77,3,1275
638,77,7,1300
639,77,3,1325
640,77,7,1350
641,77,3,1375
642,77,7,1400
643,77,3,1425
644,77,7,1450
645,77,3,1475
646,77,7,1500
647,75,0,0
648,74,2,150
649,74,8,160
650,74,2,170
651,74,8,180
652,74,2,190
653,74,8,200
654,74,2,220
655,74,8,240
656,74,2,260
657,74,8,280
658,74,8,300
659,74,2,320
660,74,8,340
661,74,2,360
662,74,8,380
663,74,2,400
664,74,8,420
665,74,2,440
666,74,8,460
667,74,2,480
668,74,8,500
669,74,2,525
670,80,0,0
671,78,0,0
672,76,7,100
673,76,3,110
674,76,7,120
675,76,3,130
676,76,7,140
677,76,3,150
678,76,7,160
679,76,3,170
680,76,7,180
681,76,3,190
682,76,7,200
683,76,3,220
684,76,7,240
685,76,3,260
686,76,7,280
687,76,3,300
688,76,7,320
689,76,3,340
690,76,7,360
691,76,3,380
692,76,7,400
693,76,3,420
694,81,0,0
695,87,0,0
696,85,0,0
697,86,0,0
698,83,0,0
699,82,0,0
700,84,0,0
701,71,0,0
702,100,3,30
703,102,3,20
704,108,0,0
705,110,4,20
706,126,3,75
707,129,6,75
708,130,0,0
709,135,0,0
710,136,0,0
711,137,0,0
712,148,0,0
713,150,0,0
714,153,0,0
715,156,7,20
716,160,7,20
717,161,0,0
718,173,1,20
719,174,0,0
720,175,6,20
721,186,0,0
722,187,5,50
723,188,0,0
724,194,0,0
725,207,0,0
726,230,0,0
727,248,0,0
728,255,0,0
729,257,5,20
730,258,0,0
731,263,1,20
732,270,0,0
733,280,0,0
734,283,0,0
735,284,0,0
736,287,5,20
737,291,0,0
738,4,4,50
739,11,8,200
740,15,2,200
741,28,8,150
742,31,4,200
743,35,1,20
744,39,0,0
745,42,0,0
746,66,0,0
747,73,0,0
748,75,4,75
749,79,0,0
750,80,0,0
751,117,6,20
752,212,5,20
753,7,0,0
754,42,4,20
755,79,4,50
756,127,4,75
757,127,7,80
758,127,4,85
759,127,7,90
760,127,4,95
761,127,7,100
762,127,4,110
763,127,7,120
764,127,4,130
765,127,7,140
766,127,4,150
767,127,7,160
768,127,4,170
769,127,7,180
770,127,4,190
771,127,7,200
772,127,4,220
773,127,7,240
774,127,4,260
775,127,7,280
776,127,4,300
777,127,7,320
778,127,4,340
779,127,7,360
780,127,4,380
781,127,7,400
782,127,4,420
783,127,7,440
784,127,4,460
785,127,7,480
786,112,0,0
787,116,0,0
788,294,3,20
